Size_sqft,Bedrooms,Bathrooms,YearBuilt,Price,Location_City,Location_Rural,Location_Suburb,HouseAge,Rooms_per_1000sqft,Size_per_Bedroom,Is_City,LogPrice
1.0302814305058774,-1.463642697108887,0.0889862463316612,-1.279341960520934,812100.0,1.0,0.0,0.0,1.2793419605209355,-1.0614645052780614,3.1230853252470387,1.0,13.607379995645193
-0.482463304370561,-1.463642697108887,1.347506015879442,1.326475611698024,547000.0,1.0,0.0,0.0,-1.3264756116980223,-0.2656366443854355,1.309520037121643,1.0,13.212205909556012
0.4688765834736474,0.0074296583609587,-1.1695335232161193,-1.3399423691771888,693700.0,1.0,0.0,0.0,1.3399423691771903,-0.6895465943427939,-0.1639700360460093,1.0,13.44979631091769
1.0798171523028388,0.7429658360958815,1.347506015879442,-0.9157395085834048,848300.0,1.0,0.0,0.0,0.9157395085834064,-0.1991108783994362,-0.3076137462445784,1.0,13.650990804623376
0.788953555084783,1.4785020138308045,-1.1695335232161193,0.962873159760495,806000.0,0.0,0.0,1.0,-0.9628731597604936,-0.3110021640101574,-0.6100269000831204,0.0,13.599840262182784
0.8816742651149929,0.0074296583609587,-1.1695335232161193,-1.3399423691771888,724400.0,1.0,0.0,0.0,1.3399423691771903,-0.805365092479249,0.0009918219558806,1.0,13.493100385443231
1.2805003329161695,1.4785020138308045,0.0889862463316612,-0.6127374653021307,715100.0,0.0,0.0,1.0,0.6127374653021322,-0.2740253486113123,-0.4921679972276161,0.0,13.480179070441327
-0.2665383632043188,0.7429658360958815,-1.1695335232161193,-0.7339382826146403,547900.0,0.0,0.0,1.0,0.7339382826146419,-0.0564504036083763,-0.7111358296645865,0.0,13.213849892675416
-0.8025402759816966,-0.7281065193739642,0.0889862463316612,-1.3399423691771888,516700.0,0.0,0.0,1.0,1.3399423691771903,-0.0323097294413849,-0.2725910748534079,0.0,13.155219649632413
-1.263603532707261,0.7429658360958815,1.347506015879442,-1.036940325895915,418600.0,1.0,0.0,0.0,1.036940325895916,2.1225924575635675,-1.0099705801218568,1.0,12.944673477906615
